Unnamed: 0,Model,me,MAE,MSE,RMSE,Min,Max,model,y
0.0,allconv_complex,0.22281857,5.213236,41.46487,6.439322,-15.709244,11.859711,allconv_complex,Wonder
,allconv_complex,0.4724087119102478,3.46762752532959,16.614084243774414,4.076037883758545,-7.66144847869873,8.821318626403809,allconv_complex,Transcendence
,allconv_complex,1.452747821807861,6.382290840148926,66.84567260742188,8.175920486450195,-16.011085510253906,20.10452651977539,allconv_complex,Nostalgia
,allconv_complex,0.7892532348632812,4.660033702850342,37.23524856567383,6.10206937789917,-18.133445739746094,13.918601989746094,allconv_complex,Tenderness
,allconv_complex,7.380164623260498,9.825483322143556,239.9468536376953,15.49021816253662,-10.172192573547363,79.3117904663086,allconv_complex,Peacfulness
,allconv_complex,4.35187292098999,8.585813522338867,101.16787719726562,10.05822467803955,-19.67030906677246,20.981658935546875,allconv_complex,Joy
,allconv_complex,-2.353238105773926,5.659834861755371,70.96790313720703,8.42424488067627,-28.46934700012207,9.191499710083008,allconv_complex,Power
,allconv_complex,3.572850465774536,6.781907081604004,67.47701263427734,8.214439392089844,-21.62003326416016,15.749449729919434,allconv_complex,Tension
,allconv_complex,2.991183280944824,4.074332237243652,24.150999069213867,4.914366722106934,-14.525243759155273,11.102982521057129,allconv_complex,Sadness
