Model,me,MAE,MSE,RMSE,Min,Max,model,y
allconv_01,-5.2329907,6.609548,78.10748,8.837844,-25.051727,13.56664,allconv_01,Wonder
allconv_01,-0.7402202486991882,4.028285503387451,21.783727645874023,4.667304039001465,-11.166312217712402,9.25857639312744,allconv_01,Transcendence
allconv_01,0.5441524982452393,5.184354782104492,46.18424987792969,6.795899391174316,-19.17301368713379,20.164077758789062,allconv_01,Nostalgia
allconv_01,2.315980911254883,4.769206523895264,33.59891891479492,5.796457290649414,-13.447149276733398,14.233741760253906,allconv_01,Tenderness
allconv_01,-2.902376413345337,5.7015299797058105,52.42610549926758,7.24058723449707,-16.66437339782715,14.541871070861816,allconv_01,Peacfulness
allconv_01,-6.380293846130371,8.73733139038086,130.60736083984375,11.42835807800293,-29.59966278076172,14.81399917602539,allconv_01,Joy
allconv_01,1.670709252357483,6.348331451416016,66.71974182128906,8.16821575164795,-28.45967674255371,11.75313663482666,allconv_01,Power
allconv_01,-1.7523951530456543,4.833634376525879,45.71760559082031,6.761479377746582,-24.18785858154297,9.579911231994627,allconv_01,Tension
allconv_01,0.020165374502539635,2.393939256668091,12.846923828125,3.5842604637145996,-17.808494567871094,6.463679313659668,allconv_01,Sadness
