Model,me,MAE,MSE,RMSE,Min,Max,model,y
allconv_complex,-2.3078952,5.443556,51.106342,7.14887,-25.481426,12.123199,allconv_complex,Wonder
allconv_complex,-2.902587652206421,3.960691928863525,24.05306434631348,4.904392242431641,-11.994263648986816,4.192440032958984,allconv_complex,Transcendence
allconv_complex,-2.907011270523072,5.762982368469238,55.59974670410156,7.456523895263672,-19.91615867614746,15.025856971740724,allconv_complex,Nostalgia
allconv_complex,-2.024775266647339,4.19389009475708,33.77373504638672,5.811517238616943,-21.637046813964844,9.007338523864746,allconv_complex,Tenderness
allconv_complex,-10.009889602661133,10.679001808166504,171.7217559814453,13.104265213012695,-30.768251419067383,8.615035057067871,allconv_complex,Peacfulness
allconv_complex,-0.4487648606300354,8.148299217224121,96.25143432617188,9.810781478881836,-19.440662384033203,21.11595344543457,allconv_complex,Joy
allconv_complex,-1.8646142482757568,5.126165390014648,62.74050521850586,7.9208903312683105,-36.10328674316406,8.666292190551758,allconv_complex,Power
allconv_complex,-4.298577308654785,5.857542991638184,82.1791000366211,9.065268516540527,-32.81755447387695,5.81071662902832,allconv_complex,Tension
allconv_complex,0.6507439017295837,2.5037927627563477,12.897892951965332,3.5913636684417725,-14.776702880859375,11.658013343811035,allconv_complex,Sadness
