Model,Labels,lr,loss_function,dense_weight_alpha,batch size,data_augmentation,snippet_duration_s,oversampling,oversampling_tolerance,oversampling_ratio,oversampling_method,R2,ME,MAE,MSE,RMSE,Wonder MAE,Transcendence MAE,Nostalgia MAE,Tenderness MAE,Peacfulness MAE,Joy MAE,Power MAE,Tension MAE,Sadness MAE,Wonder RMSE,Transcendence RMSE,Nostalgia RMSE,Tenderness RMSE,Peacfulness RMSE,Joy RMSE,Power RMSE,Tension RMSE,Sadness RMSE
FCN_6_layer,['Sadness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,1,adaptive_density_oversampling,-0.5277791816591364,2.822000503540039,3.709273815155029,20.08975410461425,4.482159614562988,,,,,,,,,3.709273815155029,,,,,,,,,4.482159614562988
FCN_6_layer,['Wonder'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling,0.1416751882901805,0.9451301097869872,4.824216365814209,36.43597030639648,6.036221504211426,4.824216365814209,,,,,,,,,6.036221504211426,,,,,,,,
FCN_6_layer,['Transcendence'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling,0.2229628984852136,-2.166616201400757,3.6242032051086426,20.230329513549805,4.497813701629639,,3.6242032051086426,,,,,,,,,4.497813701629639,,,,,,,
FCN_6_layer,['Nostalgia'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling,0.3443867325643214,-1.970057725906372,5.429372787475586,49.36468124389648,7.026000499725342,,,5.429372787475586,,,,,,,,,7.026000499725342,,,,,,
FCN_6_layer,['Tenderness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling,0.4757188133172608,-1.484124779701233,3.6465559005737305,24.970033645629883,4.997002601623535,,,,3.6465559005737305,,,,,,,,,4.997002601623535,,,,,
FCN_6_layer,['Peacfulness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling,0.4132856502616087,-2.7033724784851074,6.2006449699401855,60.65681076049805,7.788248062133789,,,,,6.2006449699401855,,,,,,,,,7.788248062133789,,,,
FCN_6_layer,['Joy'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling,0.4192156930293585,-0.4470632076263428,6.443185329437256,68.59303283691406,8.28209114074707,,,,,,6.443185329437256,,,,,,,,,8.28209114074707,,,
FCN_6_layer,['Power'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling,0.3162158047158604,-0.9774627685546876,5.220378398895264,59.44887161254883,7.7103095054626465,,,,,,,5.220378398895264,,,,,,,,,7.7103095054626465,,
FCN_6_layer,['Tension'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling,-0.0333452824529882,-3.365349292755127,5.037742137908936,61.046199798583984,7.813206672668457,,,,,,,,5.037742137908936,,,,,,,,,7.813206672668457,
FCN_6_layer,['Sadness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling,0.1102635082037409,-0.7899686098098755,2.067664861679077,11.699719429016112,3.420485258102417,,,,,,,,,2.067664861679077,,,,,,,,,3.420485258102417
FCN_6_layer,['Wonder'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,1,adaptive_density_oversampling_V2,-0.1159541536803381,-2.005040168762207,5.444666385650635,47.37235641479492,6.882758140563965,5.444666385650635,,,,,,,,,6.882758140563965,,,,,,,,
FCN_6_layer,['Transcendence'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,1,adaptive_density_oversampling_V2,0.1574877311280879,1.5819846391677856,3.637781858444214,21.93498611450196,4.683480262756348,,3.637781858444214,,,,,,,,,4.683480262756348,,,,,,,
FCN_6_layer,['Nostalgia'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,1,adaptive_density_oversampling_V2,0.459262027753175,-2.339061975479126,4.665482044219971,40.715091705322266,6.380837917327881,,,4.665482044219971,,,,,,,,,6.380837917327881,,,,,,
FCN_6_layer,['Tenderness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,1,adaptive_density_oversampling_V2,-0.549361459305489,-4.848321914672852,6.279286861419678,73.79171752929688,8.590210914611816,,,,6.279286861419678,,,,,,,,,8.590210914611816,,,,,
FCN_6_layer,['Peacfulness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,1,adaptive_density_oversampling_V2,-0.4357902606815043,-9.753080368041992,9.834163665771484,148.4375762939453,12.183496475219728,,,,,9.834163665771484,,,,,,,,,12.183496475219728,,,,
FCN_6_layer,['Joy'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,1,adaptive_density_oversampling_V2,0.1331808662063521,-5.0372233390808105,7.788735866546631,102.37494659423828,10.118050575256348,,,,,,7.788735866546631,,,,,,,,,10.118050575256348,,,
FCN_6_layer,['Power'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,1,adaptive_density_oversampling_V2,0.2629045988228271,-1.5328583717346191,5.332424163818359,64.08380126953125,8.00523567199707,,,,,,,5.332424163818359,,,,,,,,,8.00523567199707,,
FCN_6_layer,['Tension'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,1,adaptive_density_oversampling_V2,-0.6465321121472487,0.514819860458374,7.445934295654297,97.27099609375,9.862606048583984,,,,,,,,7.445934295654297,,,,,,,,,9.862606048583984,
FCN_6_layer,['Sadness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,1,adaptive_density_oversampling_V2,-2.358496306843543,3.851151943206787,5.25647497177124,44.16303253173828,6.645527362823486,,,,,,,,,5.25647497177124,,,,,,,,,6.645527362823486
FCN_6_layer,['Wonder'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling_V2,0.0260630971699974,0.5524535179138184,5.226934432983398,41.34371948242188,6.429908275604248,5.226934432983398,,,,,,,,,6.429908275604248,,,,,,,,
FCN_6_layer,['Transcendence'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling_V2,-1.920015478572644,-1.636980414390564,6.126397132873535,76.02320861816406,8.719128608703613,,6.126397132873535,,,,,,,,,8.719128608703613,,,,,,,
FCN_6_layer,['Nostalgia'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling_V2,0.1865070409799064,-3.99887490272522,6.325596332550049,61.25229263305664,7.826384544372559,,,6.325596332550049,,,,,,,,,7.826384544372559,,,,,,
FCN_6_layer,['Tenderness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling_V2,-0.2690945121125085,-1.671990990638733,5.92896842956543,60.44339370727539,7.774535179138184,,,,5.92896842956543,,,,,,,,,7.774535179138184,,,,,
FCN_6_layer,['Peacfulness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling_V2,-0.251364991240403,-7.316077709197998,9.568350791931152,129.3709716796875,11.374135971069336,,,,,9.568350791931152,,,,,,,,,11.374135971069336,,,,
FCN_6_layer,['Joy'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling_V2,0.3682354483748257,-0.5419335961341858,6.842886447906494,74.614013671875,8.637940406799316,,,,,,6.842886447906494,,,,,,,,,8.637940406799316,,,
FCN_6_layer,['Power'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling_V2,0.1718007979545325,-3.6314640045166016,5.775529861450195,72.00444793701172,8.485543251037598,,,,,,,5.775529861450195,,,,,,,,,8.485543251037598,,
FCN_6_layer,['Tension'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling_V2,-0.1655448895751601,1.5934669971466064,6.387663841247559,68.85606384277344,8.297955513000488,,,,,,,,6.387663841247559,,,,,,,,,8.297955513000488,
FCN_6_layer,['Sadness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.7,2,adaptive_density_oversampling_V2,-0.9966742115394268,1.1919676065444946,3.687991380691528,26.25555419921875,5.124017238616943,,,,,,,,,3.687991380691528,,,,,,,,,5.124017238616943
FCN_6_layer,['Power'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.8,1,adaptive_density_oversampling,0.1963704083399041,-3.3175110816955566,5.529036521911621,69.86834716796875,8.358728408813477,,,,,,,5.529036521911621,,,,,,,,,8.358728408813477,,
FCN_6_layer,['Tension'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.8,1,adaptive_density_oversampling,0.2387778110011356,-1.639299988746643,4.816519737243652,44.97018432617188,6.705981254577637,,,,,,,,4.816519737243652,,,,,,,,,6.705981254577637,
FCN_6_layer,['Sadness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.8,1,adaptive_density_oversampling,0.0593757653252602,-0.7083301544189453,2.1918652057647705,12.368873596191406,3.516940832138061,,,,,,,,,2.1918652057647705,,,,,,,,,3.516940832138061
FCN_6_layer,['Wonder'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.8,1,adaptive_density_oversampling,0.0437563289494207,0.9997867941856384,5.211287975311279,40.59263610839844,6.371234893798828,5.211287975311279,,,,,,,,,6.371234893798828,,,,,,,,
FCN_6_layer,['Transcendence'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.8,1,adaptive_density_oversampling,0.4365802010608963,0.1086759567260742,3.037659168243408,14.66875171661377,3.829980611801148,,3.037659168243408,,,,,,,,,3.829980611801148,,,,,,,
FCN_6_layer,['Nostalgia'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.8,1,adaptive_density_oversampling,0.2697362966317529,-3.2540080547332764,5.96221399307251,54.98550796508789,7.415221214294434,,,5.96221399307251,,,,,,,,,7.415221214294434,,,,,,
FCN_6_layer,['Tenderness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.8,1,adaptive_density_oversampling,0.3247065561209156,-0.5927509665489197,4.524809837341309,32.16231918334961,5.671183109283447,,,,4.524809837341309,,,,,,,,,5.671183109283447,,,,,
FCN_6_layer,['Peacfulness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.8,1,adaptive_density_oversampling,0.3957899017079768,-3.3119516372680664,6.093966007232666,62.465579986572266,7.90351676940918,,,,,6.093966007232666,,,,,,,,,7.90351676940918,,,,
FCN_6_layer,['Joy'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.8,1,adaptive_density_oversampling,0.2342127612848421,-2.9312241077423096,7.26401948928833,90.44264221191406,9.510133743286133,,,,,,7.26401948928833,,,,,,,,,9.510133743286133,,,
FCN_6_layer,['Power'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.8,1,density_oversampling_V2,0.2931828872125676,-0.454787939786911,5.231124401092529,61.45137405395508,7.83909273147583,,,,,,,5.231124401092529,,,,,,,,,7.83909273147583,,
FCN_6_layer,['Power'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.4,1,density_oversampling_V3,0.1047063648236817,-3.3590519428253174,5.766350746154785,77.83770751953125,8.8225679397583,,,,,,,5.766350746154785,,,,,,,,,8.8225679397583,,
FCN_6_layer,['Nostalgia'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.6,1,density_oversampling_V3,0.3640758649001537,-2.8793790340423584,5.238415241241455,47.88217544555664,6.919694900512695,,,5.238415241241455,,,,,,,,,6.919694900512695,,,,,,
FCN_6_layer,['Wonder'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V3,-0.2179561045621432,-2.987661600112915,5.526688098907471,51.70235061645508,7.190434455871582,5.526688098907471,,,,,,,,,7.190434455871582,,,,,,,,
FCN_6_layer,['Transcendence'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V3,0.4205954128697519,0.4421902000904083,3.2892374992370605,15.084922790527344,3.883931398391724,,3.2892374992370605,,,,,,,,,3.883931398391724,,,,,,,
FCN_6_layer,['Nostalgia'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V3,0.4252090085795464,1.1718906164169312,5.321859359741211,43.27912139892578,6.578686714172363,,,5.321859359741211,,,,,,,,,6.578686714172363,,,,,,
FCN_6_layer,['Tenderness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V3,0.4695723116440904,0.0171582084149122,4.029626846313477,25.26277732849121,5.026208877563477,,,,4.029626846313477,,,,,,,,,5.026208877563477,,,,,
FCN_6_layer,['Peacfulness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V3,0.530322488115498,-1.120739459991455,5.754712104797363,48.55708694458008,6.968291759490967,,,,,5.754712104797363,,,,,,,,,6.968291759490967,,,,
FCN_6_layer,['Joy'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V3,0.3869367380374383,-1.2500197887420654,6.464535713195801,72.40531921386719,8.50913143157959,,,,,,6.464535713195801,,,,,,,,,8.50913143157959,,,
FCN_6_layer,['Power'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V3,0.3112229191634763,-1.761431097984314,4.877630233764648,59.88295364379883,7.738407611846924,,,,,,,4.877630233764648,,,,,,,,,7.738407611846924,,
FCN_6_layer,['Tension'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V3,0.1205049125507513,-1.9427961111068728,4.560474395751953,51.957305908203125,7.208141803741455,,,,,,,,4.560474395751953,,,,,,,,,7.208141803741455,
FCN_6_layer,['Sadness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V3,-0.0779814556188638,1.41688072681427,2.9489920139312744,14.17507266998291,3.764979839324951,,,,,,,,,2.9489920139312744,,,,,,,,,3.764979839324951
FCN_6_layer,['Wonder'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V2,0.0418472655105688,0.2198081910610199,5.129822254180908,40.673675537109375,6.377591609954834,5.129822254180908,,,,,,,,,6.377591609954834,,,,,,,,
FCN_6_layer,['Transcendence'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V2,0.1450146624167867,2.2035329341888428,3.593072891235352,22.25972557067871,4.718021392822266,,3.593072891235352,,,,,,,,,4.718021392822266,,,,,,,
FCN_6_layer,['Nostalgia'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V2,0.5104418316256762,0.0105331651866436,4.842591285705566,36.86148452758789,6.071365833282471,,,4.842591285705566,,,,,,,,,6.071365833282471,,,,,,
FCN_6_layer,['Tenderness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V2,0.1243846611235661,-1.070942759513855,4.968511581420898,41.70309448242188,6.457793235778809,,,,4.968511581420898,,,,,,,,,6.457793235778809,,,,,
FCN_6_layer,['Peacfulness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V2,-0.1410536369982689,-7.367691516876221,9.026777267456056,117.96656036376952,10.861241340637209,,,,,9.026777267456056,,,,,,,,,10.861241340637209,,,,
FCN_6_layer,['Joy'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V2,0.2559685014009224,-1.6760190725326538,7.113155364990234,87.87320709228516,9.37407112121582,,,,,,7.113155364990234,,,,,,,,,9.37407112121582,,,
FCN_6_layer,['Power'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V2,0.1586679797989796,-3.147237777709961,5.532688140869141,73.14623260498047,8.552556991577148,,,,,,,5.532688140869141,,,,,,,,,8.552556991577148,,
FCN_6_layer,['Tension'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V2,-0.2674681909484033,-4.617351055145264,5.98627233505249,74.87731170654297,8.653167724609375,,,,,,,,5.98627233505249,,,,,,,,,8.653167724609375,
FCN_6_layer,['Sadness'],0.01,MAE,0.0,50,0,29.98575963718821,True,0.5,1,adaptive_density_oversampling_V2,0.1587850679014806,-1.1693594455718994,1.94598925113678,11.061676025390623,3.3259098529815674,,,,,,,,,1.94598925113678,,,,,,,,,3.3259098529815674
FCN_6_layer,['Wonder'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,-0.0996669123047997,0.2432744950056076,5.389647483825684,46.680965423583984,6.8323469161987305,5.389647483825684,,,,,,,,,6.8323469161987305,,,,,,,,
FCN_6_layer,['Transcendence'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.3091043915423792,0.5829768776893616,3.605055093765259,17.987613677978516,4.241180896759033,,3.605055093765259,,,,,,,,,4.241180896759033,,,,,,,
FCN_6_layer,['Nostalgia'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.145684250814952,3.1556179523468018,6.400933742523193,64.32606506347656,8.020353317260742,,,6.400933742523193,,,,,,,,,8.020353317260742,,,,,,
FCN_6_layer,['Tenderness'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.2918200911021217,2.9965357780456543,4.878106594085693,33.728614807128906,5.807634353637695,,,,4.878106594085693,,,,,,,,,5.807634353637695,,,,,
FCN_6_layer,['Peacfulness'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.4283807906550677,0.9644166231155396,6.43491792678833,59.09621810913086,7.687406539916992,,,,,6.43491792678833,,,,,,,,,7.687406539916992,,,,
FCN_6_layer,['Joy'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,-0.2944828173759537,-8.788895606994629,9.775026321411133,152.88380432128906,12.364619255065918,,,,,,9.775026321411133,,,,,,,,,12.364619255065918,,,
FCN_6_layer,['Power'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.3081737657141318,-0.1515642404556274,5.317325592041016,60.14805221557617,7.755517482757568,,,,,,,5.317325592041016,,,,,,,,,7.755517482757568,,
FCN_6_layer,['Tension'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.1473610473543675,-1.302678108215332,4.831284523010254,50.37073516845703,7.09723424911499,,,,,,,,4.831284523010254,,,,,,,,,7.09723424911499,
FCN_6_layer,['Sadness'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.073095676961207,1.1153550148010254,2.5631542205810547,12.18846035003662,3.4911975860595703,,,,,,,,,2.5631542205810547,,,,,,,,,3.4911975860595703
FCN_4_layer,['Wonder'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,-0.0496820518460572,1.6683218479156494,5.552978515625,44.5591049194336,6.675260543823242,5.552978515625,,,,,,,,,6.675260543823242,,,,,,,,
FCN_4_layer,['Transcendence'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.4202193983154321,0.5355973839759827,3.1059610843658447,15.09471035003662,3.885191202163696,,3.1059610843658447,,,,,,,,,3.885191202163696,,,,,,,
FCN_4_layer,['Nostalgia'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,-0.3943025952949237,6.119930744171143,8.769981384277344,104.98458862304688,10.246198654174805,,,8.769981384277344,,,,,,,,,10.246198654174805,,,,,,
FCN_4_layer,['Tenderness'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.3679761872277444,0.5876832604408264,4.311502933502197,30.101512908935547,5.486484527587891,,,,4.311502933502197,,,,,,,,,5.486484527587891,,,,,
FCN_4_layer,['Peacfulness'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,-0.0162941701875185,4.626321792602539,8.481070518493652,105.06842803955078,10.250288963317873,,,,,8.481070518493652,,,,,,,,,10.250288963317873,,,,
FCN_4_layer,['Joy'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.2223729040545647,-0.3400837182998657,7.612415790557861,91.84099578857422,9.58337116241455,,,,,,7.612415790557861,,,,,,,,,9.58337116241455,,,
FCN_4_layer,['Power'],0.01,MSE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.1124909368825333,-3.302546739578247,5.773349761962891,77.16091918945312,8.78412914276123,,,,,,,5.773349761962891,,,,,,,,,8.78412914276123,,
FCN_6_layer,['Wonder'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V3,-0.0702071552081027,2.447420835494995,5.5556488037109375,45.430397033691406,6.740207672119141,5.5556488037109375,,,,,,,,,6.740207672119141,,,,,,,,
FCN_6_layer,['Transcendence'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V3,0.3052048387937269,0.502470076084137,3.390638589859009,18.08913803100586,4.2531328201293945,,3.390638589859009,,,,,,,,,4.2531328201293945,,,,,,,
FCN_6_layer,['Nostalgia'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V3,0.3077131115306984,-2.2544870376586914,5.69177770614624,52.12602996826172,7.2198357582092285,,,5.69177770614624,,,,,,,,,7.2198357582092285,,,,,,
FCN_6_layer,['Tenderness'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V3,0.2797757526932171,0.3983522951602936,4.582808494567871,34.30225372314453,5.856812477111816,,,,4.582808494567871,,,,,,,,,5.856812477111816,,,,,
FCN_6_layer,['Peacfulness'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V3,-2.7852278028087274,17.772075653076172,17.827661514282227,391.3315734863281,19.782102584838867,,,,,17.827661514282227,,,,,,,,,19.782102584838867,,,,
FCN_6_layer,['Joy'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V3,0.3193636122437129,1.6376272439956665,7.346560001373291,80.38597869873047,8.96582317352295,,,,,,7.346560001373291,,,,,,,,,8.96582317352295,,,
FCN_6_layer,['Power'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V3,0.2641207999790023,0.5379675626754761,5.75101900100708,63.97805404663086,7.99862813949585,,,,,,,5.75101900100708,,,,,,,,,7.99862813949585,,
FCN_6_layer,['Tension'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V3,0.1259660271078816,-1.64590585231781,4.796843528747559,51.63467788696289,7.185727596282959,,,,,,,,4.796843528747559,,,,,,,,,7.185727596282959,
FCN_6_layer,['Sadness'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V3,-0.0475072743844193,1.185602784156799,2.861638069152832,13.774348258972168,3.711380958557129,,,,,,,,,2.861638069152832,,,,,,,,,3.711380958557129
FCN_6_layer,['Wonder'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V2,-0.0279218885990726,-0.0438231378793716,5.132086753845215,43.63538360595703,6.605708599090576,5.132086753845215,,,,,,,,,6.605708599090576,,,,,,,,
FCN_6_layer,['Transcendence'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V2,0.2911924125038742,1.649829983711243,3.505268812179565,18.45395469665528,4.295806407928467,,3.505268812179565,,,,,,,,,4.295806407928467,,,,,,,
FCN_6_layer,['Nostalgia'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V2,0.3306490865319124,2.8475656509399414,5.618556499481201,50.39906311035156,7.09922981262207,,,5.618556499481201,,,,,,,,,7.09922981262207,,,,,,
FCN_6_layer,['Tenderness'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V2,0.4064418481996431,1.1005719900131226,4.383638381958008,28.269502639770508,5.316907405853272,,,,4.383638381958008,,,,,,,,,5.316907405853272,,,,,
FCN_6_layer,['Peacfulness'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V2,0.5096073203096033,-1.2442415952682495,5.988428592681885,50.69871139526367,7.120302677154541,,,,,5.988428592681885,,,,,,,,,7.120302677154541,,,,
FCN_6_layer,['Joy'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V2,0.4417284922853955,-1.135846495628357,6.439577579498291,65.9341812133789,8.119986534118652,,,,,,6.439577579498291,,,,,,,,,8.119986534118652,,,
FCN_6_layer,['Power'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V2,0.2229810818732147,0.6468088626861572,6.114026069641113,67.55479431152344,8.219172477722168,,,,,,,6.114026069641113,,,,,,,,,8.219172477722168,,
FCN_6_layer,['Tension'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V2,0.1944357076102657,-1.4815913438796997,4.508317947387695,47.58974838256836,6.898532390594482,,,,,,,,4.508317947387695,,,,,,,,,6.898532390594482,
FCN_6_layer,['Sadness'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.7,1,density_oversampling_V2,0.071280157502324,0.0634029954671859,2.2239277362823486,12.212335586547852,3.494615316390991,,,,,,,,,2.2239277362823486,,,,,,,,,3.494615316390991
FCN_6_layer,['Wonder'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.5,1,density_oversampling_V3,0.0082941371243073,0.3165940046310425,5.072025775909424,42.09800720214844,6.488297939300537,5.072025775909424,,,,,,,,,6.488297939300537,,,,,,,,
FCN_6_layer,['Transcendence'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.5,1,density_oversampling_V3,0.2686649395886064,-1.3408056497573853,3.592740058898926,19.04046440124512,4.363538265228272,,3.592740058898926,,,,,,,,,4.363538265228272,,,,,,,
FCN_6_layer,['Nostalgia'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.5,1,density_oversampling_V3,0.4603884268812975,1.0912564992904663,4.812374114990234,40.63027572631836,6.374188423156738,,,4.812374114990234,,,,,,,,,6.374188423156738,,,,,,
FCN_6_layer,['Tenderness'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.5,1,density_oversampling_V3,-0.4776333719186474,-2.138498306274414,6.497486591339111,70.3755111694336,8.38901138305664,,,,6.497486591339111,,,,,,,,,8.38901138305664,,,,,
FCN_6_layer,['Peacfulness'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.5,1,density_oversampling_V3,0.2163223538748239,0.1454070657491684,7.395488262176514,81.0196304321289,9.001090049743652,,,,,7.395488262176514,,,,,,,,,9.001090049743652,,,,
FCN_6_layer,['Joy'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.5,1,density_oversampling_V3,0.4065240883926773,-0.4408536553382873,6.750233173370361,70.09196472167969,8.37209415435791,,,,,,6.750233173370361,,,,,,,,,8.37209415435791,,,
FCN_6_layer,['Power'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.5,1,density_oversampling_V3,0.3486202373515757,-0.0857348963618278,5.50881290435791,56.631595611572266,7.525396823883057,,,,,,,5.50881290435791,,,,,,,,,7.525396823883057,,
FCN_6_layer,['Tension'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.5,1,density_oversampling_V3,0.2292874266567096,-1.9141943454742432,4.714827537536621,45.53083801269531,6.747654438018799,,,,,,,,4.714827537536621,,,,,,,,,6.747654438018799,
FCN_6_layer,['Sadness'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.5,1,density_oversampling_V3,-0.0401441286381485,0.5587033629417419,2.6777663230896,13.677526473999023,3.6983139514923096,,,,,,,,,2.6777663230896,,,,,,,,,3.6983139514923096
FCN_6_layer,['Wonder'],0.01,MSE,0.0,50,0,29.98575963718821,True,0.5,1,density_oversampling_V2,0.0717537694625097,-0.7627077698707581,5.156421661376953,39.40414810180664,6.2772722244262695,5.156421661376953,,,,,,,,,6.2772722244262695,,,,,,,,
